"出願番号","出願日","公開日","出願人","詳細","商品及び役務の区分"
"2023-022025","20230302","20230313","エース株式会社","2023022025","18,25"
"2023-022026","20230302","20230313","劉  震輝","2023022026","21"
"2023-022027","20230302","20230313","カーブス  インターナショナル  インコーポレイテッド","2023022027","25"
"2023-022028","20230302","20230313","日立ジョンソンコントロールズ空調株式会社","2023022028","11"
"2023-022029","20230302","20230313","ファニーストーム  カンパニー  リミテッド","2023022029","9,41"
"2023-022030","20230217","20230313","川村  佳広","2023022030","44"
"2023-022031","20230217","20230313","岩倉  豊","2023022031","29"
"2023-022032","20230217","20230313","岩倉  豊","2023022032","31"
"2023-022033","20230217","20230313","岩倉  豊","2023022033","31"
"2023-022034","20230217","20230313","岩倉  豊","2023022034","31"
"2023-022035","20230217","20230313","岩倉  豊","2023022035","1"
"2023-022036","20230217","20230313","ン  イツリン","2023022036","43"
"2023-022037","20230217","20230313","株式会社ティーエイチシー","2023022037","5,29"
"2023-022038","20230217","20230313","株式会社ティーエイチシー","2023022038","5,29"
"2023-022039","20230217","20230313","株式会社ティーエイチシー","2023022039","16,25"
"2023-022040","20230217","20230313","株式会社ティーエイチシー","2023022040","16,25"
"2023-022041","20230217","20230313","エフティーエス株式会社","2023022041","7"
"2023-022042","20230217","20230313","エフティーエス株式会社","2023022042","7"
"2023-022043","20230217","20230313","エフティーエス株式会社","2023022043","7"
"2023-022044","20230217","20230313","エフティーエス株式会社","2023022044","7"
"2023-022045","20230217","20230313","エフティーエス株式会社","2023022045","7"
"2023-022046","20230217","20230313","エフティーエス株式会社","2023022046","7"
"2023-022047","20230217","20230313","甲斐  梨香","2023022047","41"
"2023-022048","20230217","20230313","チェ  ユンボム","2023022048","25"
"2023-022049","20230217","20230313","株式会社sinsa","2023022049","9,41"
"2023-022050","20230217","20230313","弓削  忍","2023022050","40"
"2023-022051","20230217","20230313","米川  和秀","2023022051","28"
"2023-022052","20230217","20230313","SK8INSOLL株式会社","2023022052","9,25,28,35,41,42"
"2023-022053","20230217","20230313","株式会社キャムコム","2023022053","9,35,42"
"2023-022054","20230217","20230313","宮浦  清","2023022054","9,38,42"
"2023-022055","20230217","20230313","東明JAPAN株式会社","2023022055","8,21"
"2023-022056","20230217","20230313","株式会社ニッソク","2023022056","1,2,17,20"
"2023-022057","20230216","20230313","株式会社匠創海","2023022057","29"
