"出願番号","出願日","公開日","出願人","詳細","商品及び役務の区分"
"2023-131889","20231128","20231207","株式会社LANDY","2023131889","35"
"2023-131890","20231128","20231207","合同会社Prime  Underwater","2023131890","35,39"
"2023-131891","20231128","20231207","株式会社ファインシンター","2023131891","5,29,30,31,32,33"
"2023-131892","20231128","20231207","舘山  仁美","2023131892","9"
"2023-131893","20231128","20231207","姚  建華","2023131893","28"
"2023-131894","20231128","20231207","西安澳維卓明网絡科技有限公司","2023131894","25"
"2023-131895","20231128","20231207","深▲せん▼市福沃徳貿易有限公司","2023131895","9"
"2023-131896","20231128","20231207","エイチケイエイチビイ  インターナショナル  トレード  コンパニー  リミテッド","2023131896","11"
"2023-131897","20231128","20231207","深▲せん▼市怡龍科技有限公司","2023131897","9"
"2023-131898","20231128","20231207","東莞市立森電子商務有限公司","2023131898","28"
"2023-131899","20231128","20231207","甘粛白云网絡科技有限責任公司","2023131899","20"
"2023-131900","20231128","20231207","鄭  慶帆","2023131900","9"
"2023-131901","20231128","20231207","広東思界電子有限公司","2023131901","9"
"2023-131902","20231115","20231207","王  一秀","2023131902","30,43"
"2023-131903","20231115","20231207","エス・オー・ジェイ株式会社","2023131903","35,39"
"2023-131904","20231115","20231207","株式会社PRESENT2","2023131904","9"
"2023-131905","20231115","20231207","株式会社PRESENT2","2023131905","9"
"2023-131906","20231115","20231207","三枝  俊晃","2023131906","9,41"
"2023-131907","20231115","20231207","三枝  俊晃","2023131907","9,41"
"2023-131908","20231115","20231207","株式会社MarieQuatorze","2023131908","3,8"
"2023-131909","20231115","20231207","エス・オー・ジェイ株式会社","2023131909","35,39"
"2023-131910","20231115","20231207","ファブリツィオ・リーロ","2023131910","43"
"2023-131911","20231115","20231207","有限会社ジー・ブイ・テン","2023131911","14"
"2023-131912","20231115","20231207","小井  正義","2023131912","43"
"2023-131913","20231114","20231207","株式会社サロン・ド・ガトー・アシヤ","2023131913","30"
"2023-131914","20231114","20231207","株式会社トワラッキー","2023131914","35"
"2023-131915","20231114","20231207","川崎  昭人","2023131915","29"
"2023-131916","20231114","20231207","合同会社ミライズム","2023131916","9"
"2023-131917","20231114","20231207","佐藤  愛","2023131917","41"
"2023-131918","20231114","20231207","株式会社エムデザイン","2023131918","42"
"2023-131919","20231114","20231207","橋本  真衣","2023131919","6"
"2023-131920","20231114","20231207","株式会社水工房","2023131920","32"
"2023-131921","20231114","20231207","西澤  雅典","2023131921","41"
"2023-131922","20231114","20231207","SEALs  TRADING  SYSTEM株式会社","2023131922","12,35,39"
"2023-131923","20231114","20231207","SEALs  TRADING  SYSTEM株式会社","2023131923","12,35,39"
"2023-131924","20231113","20231207","株式会社ドリームファクトリーワールドワイド","2023131924","9"
"2023-131925","20231113","20231207","株式会社ドリームファクトリーワールドワイド","2023131925","41"
"2023-131926","20231113","20231207","株式会社ドリームファクトリーワールドワイド","2023131926","9"
"2023-131927","20231113","20231207","株式会社ドリームファクトリーワールドワイド","2023131927","41"
"2023-131928","20231113","20231207","株式会社ドリームファクトリーワールドワイド","2023131928","16,18,20,24,25"
