"出願番号","出願日","公開日","出願人","詳細","商品及び役務の区分"
"2023-052854","20230516","20230525","株式会社BUDDY","2023052854","25"
"2023-052855","20230516","20230525","ライフ  フィットネス  エルエルシー","2023052855","28"
"2023-052856","20230516","20230525","コスメカンパニー株式会社","2023052856","3"
"2023-052857","20230516","20230525","コスメカンパニー株式会社","2023052857","3"
"2023-052858","20230516","20230525","コスメカンパニー株式会社","2023052858","3"
"2023-052859","20230516","20230525","コスメカンパニー株式会社","2023052859","3"
"2023-052860","20230516","20230525","株式会社POOL","2023052860","35,41"
"2023-052861","20230516","20230525","株式会社POOL","2023052861","35,41"
"2023-052862","20230516","20230525","安克創新有限公司","2023052862","9"
"2023-052863","20230516","20230525","株式会社善都","2023052863","41"
"2023-052864","20230516","20230525","株式会社善都","2023052864","41"
"2023-052865","20230516","20230525","株式会社善都","2023052865","41"
"2023-052866","20230516","20230525","金  榮▲シュン▼","2023052866","29,35"
"2023-052867","20230516","20230525","株式会社美宝","2023052867","14"
"2023-052868","20230516","20230525","株式会社Plus  Eighty  One","2023052868","3,14,25,34"
"2023-052869","20230516","20230525","株式会社ルックス電子","2023052869","40"
"2023-052870","20230516","20230525","福州来優貿易有限公司","2023052870","9"
"2023-052871","20230501","20230525","日本サルヴェージ株式会社","2023052871","16,25,28"
"2023-052872","20230501","20230525","株式会社コフレ・スリア","2023052872","5"
"2023-052873","20230501","20230525","ジャック・ウルフスキン・アウスリュストゥング・フューア・ドラウセン・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング・ウント・コムパニー・コマンディット・ゲゼルシャフト・アウフ・アクチェン","2023052873","18,22,24,25"
"2023-052874","20230501","20230525","ジャック・ウルフスキン・アウスリュストゥング・フューア・ドラウセン・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング・ウント・コムパニー・コマンディット・ゲゼルシャフト・アウフ・アクチェン","2023052874","18,22,24,25"
"2023-052875","20230501","20230525","史  峻","2023052875","5,44"
"2023-052876","20230501","20230525","史  峻","2023052876","5,44"
"2023-052877","20230501","20230525","株式会社ベル・ジュバンスエージェンシー","2023052877","3"
"2023-052878","20230501","20230525","株式会社ベル・ジュバンスエージェンシー","2023052878","3"
"2023-052879","20230501","20230525","株式会社ターリン・インターナショナル","2023052879","28"
"2023-052880","20230501","20230525","株式会社BLUE","2023052880","3"
"2023-052881","20230501","20230525","株式会社sideline","2023052881","41,44"
"2023-052882","20230501","20230525","新納  和彦","2023052882","41"
"2023-052883","20230501","20230525","エヌアライアンス株式会社","2023052883","41"
"2023-052884","20230501","20230525","董  国卿","2023052884","43"
"2023-052885","20230501","20230525","株式会社バイオフェイス東京研究所","2023052885","20"
"2023-052886","20230501","20230525","株式会社エムジー","2023052886","35,41"
"2023-052887","20230427","20230525","有限会社タキグチ","2023052887","30"
"2023-052888","20230428","20230525","興津  誇末","2023052888","43"
"2023-052889","20230428","20230525","山本  るみこ","2023052889","41,45"
"2023-052890","20230428","20230525","株式会社渥美フーズ","2023052890","35"
"2023-052891","20230428","20230525","Beans株式会社","2023052891","5,40,41"
"2023-052892","20230428","20230525","株式会社Discover  Japan","2023052892","27"
"2023-052893","20230428","20230525","高橋  麗","2023052893","18,25"
"2023-052894","20230428","20230525","三菱地所ITソリューションズ株式会社","2023052894","35"
"2023-052895","20230428","20230525","合同会社大徳商事","2023052895","43"
"2023-052896","20230428","20230525","有限会社ランテクノロジー","2023052896","14,16,24,25"
"2023-052897","20230428","20230525","有限会社ワコーグリーン","2023052897","1,29,31"
"2023-052898","20230427","20230525","株式会社ARIGATO","2023052898","41"
"2023-052899","20230428","20230525","株式会社津田商店","2023052899","29,35"
"2023-052900","20230428","20230525","株式会社カトーコーポレーション","2023052900","30,43"
"2023-052901","20230427","20230525","株式会社器","2023052901","29"
"2023-052902","20230428","20230525","玉田  幸治","2023052902","9,28,35"
"2023-052903","20230428","20230525","玉田  幸治","2023052903","3,5,29,30,32,33,34,35"
"2023-052904","20230428","20230525","株式会社こだまオーガニクス","2023052904","3"
"2023-052905","20230428","20230525","株式会社こだまオーガニクス","2023052905","35"
"2023-052906","20230428","20230525","株式会社後藤工務店","2023052906","36"
"2023-052907","20230428","20230525","株式会社後藤工務店","2023052907","36"
"2023-052908","20230427","20230525","杉山  博基","2023052908","11"
"2023-052909","20230427","20230525","杉山  博基","2023052909","11"
"2023-052910","20230501","20230525","株式会社 リトル・サイエンティスト","2023052910","3"
"2023-052911","20230501","20230525","株式会社 リトル・サイエンティスト","2023052911","3"
"2023-052912","20230428","20230525","キューマット株式会社","2023052912","5,30"
"2023-052913","20230428","20230525","キューマット株式会社","2023052913","30,32"
"2023-052914","20230428","20230525","中新商事株式会社","2023052914","35"
"2023-052915","20230428","20230525","中新商事株式会社","2023052915","35"
"2023-052916","20230428","20230525","株式会社ギブリー","2023052916","9,41,42"
"2023-052917","20230428","20230525","株式会社ギブリー","2023052917","9,41,42"
"2023-052918","20230428","20230525","社会福祉法人清順会","2023052918","30"
"2023-052919","20230428","20230525","社会福祉法人清順会","2023052919","30"
"2023-052920","20230428","20230525","坂井  瑠美","2023052920","35,45"
"2023-052921","20230428","20230525","坂井  瑠美","2023052921","35,45"
"2023-052922","20230428","20230525","藤本  佳久","2023052922","25"
"2023-052923","20230428","20230525","藤本  佳久","2023052923","35"
"2023-052924","20230428","20230525","株式会社ギブリー","2023052924","9,41,42"
"2023-052925","20230428","20230525","株式会社ギブリー","2023052925","9,41,42"
"2023-052926","20230428","20230525","株式会社JK・ONE","2023052926","25"
"2023-052927","20230428","20230525","株式会社JK・ONE","2023052927","25"
"2023-052928","20230428","20230525","日本ニット株式会社","2023052928","25"
"2023-052929","20230428","20230525","日本ニット株式会社","2023052929","25"
"2023-052930","20230428","20230525","有限会社積事務所","2023052930","9,42"
"2023-052931","20230428","20230525","有限会社積事務所","2023052931","9,42"
"2023-052932","20230428","20230525","cbd  island株式会社","2023052932","3,5,29,35"
"2023-052933","20230428","20230525","cbd  island株式会社","2023052933","3,5,29,35"
"2023-052934","20230427","20230525","株式会社ARIGATO","2023052934","41"
"2023-052935","20230427","20230525","株式会社ARIGATO","2023052935","41"
"2023-052936","20230427","20230525","株式会社ARIGATO","2023052936","41"
"2023-052937","20230428","20230525","株式会社ベターライティング","2023052937","11"
"2023-052938","20230428","20230525","株式会社ベターライティング","2023052938","11"
"2023-052939","20230428","20230525","株式会社ベターライティング","2023052939","11"
"2023-052940","20230428","20230525","株式会社ベターライティング","2023052940","11"
"2023-052941","20230501","20230525","株式会社 リトル・サイエンティスト","2023052941","3"
"2023-052942","20230501","20230525","株式会社 リトル・サイエンティスト","2023052942","3"
"2023-052943","20230501","20230525","株式会社 リトル・サイエンティスト","2023052943","3"
