"出願番号","出願日","公開日","出願人","詳細","商品及び役務の区分"
"2023-081975","20230724","20230802","ハァンシィン  テクノロジー  (シアメン)  カンパニー  リミテッド","2023081975","3"
"2023-081976","20230724","20230802","afuro  design株式会社","2023081976","35,41"
"2023-081977","20230724","20230802","小野澤  明日香","2023081977","41"
"2023-081978","20230724","20230802","株式会社セイルズ","2023081978","9,35,42"
"2023-081979","20230724","20230802","一般社団法人日本化粧品協会","2023081979","9,16,35,41,42,44,45"
"2023-081980","20230724","20230802","小松  千陽","2023081980","35,41"
"2023-081981","20230724","20230802","株式会社Godot","2023081981","9,16,35,38,41,42,44"
"2023-081982","20230724","20230802","株式会社BROTURES","2023081982","12,25"
"2023-081983","20230724","20230802","サステナブルケア株式会社","2023081983","3,5,30,32,35"
"2023-081984","20230724","20230802","株式会社Finder","2023081984","29,30,35"
"2023-081985","20230724","20230802","一般社団法人日本化粧品協会","2023081985","9,16,35,41,42,44,45"
"2023-081986","20230724","20230802","IMM・zero株式会社","2023081986","11,37"
"2023-081987","20230724","20230802","株式会社中村藤吉本店","2023081987","30,43"
"2023-081988","20230724","20230802","堀江  尚志","2023081988","41"
"2023-081989","20230724","20230802","奥田  拓也","2023081989","21"
"2023-081990","20230724","20230802","株式会社キッズプレート","2023081990","9,42"
"2023-081991","20230724","20230802","StemWorks株式会社","2023081991","3,5"
"2023-081992","20230724","20230802","池田  泰治(外1名)","2023081992","6,14"
"2023-081993","20230724","20230802","株式会社ove","2023081993","18"
"2023-081994","20230724","20230802","株式会社NATURAL  PRODUCTS","2023081994","3"
"2023-081995","20230724","20230802","吉岡佳佑","2023081995","25,35"
"2023-081996","20230724","20230802","小山智己","2023081996","16,27,35"
"2023-081997","20230724","20230802","株式会社gracenote","2023081997","35,41,42"
"2023-081998","20230724","20230802","株式会社ヒラケドア","2023081998","11"
"2023-081999","20230724","20230802","兵藤綾子","2023081999","28"
"2023-082000","20230724","20230802","株式会社BUCKAROO","2023082000","25"
"2023-082001","20230724","20230802","株式会社GM7","2023082001","32"
"2023-082002","20230724","20230802","株式会社得楽商店","2023082002","35"
"2023-082003","20230724","20230802","ハァンシィン  テクノロジー  (シアメン)  カンパニー  リミテッド","2023082003","7"
"2023-082004","20230724","20230802","ハァンシィン  テクノロジー  (シアメン)  カンパニー  リミテッド","2023082004","11"
"2023-082005","20230724","20230802","株式会社MUZEN","2023082005","43"
